num; time; angle; duration; errorX; errorY 
44;504;0.39427478775006625;400;-0.08886572793237624;0.11925855929127982
45;887;0.0990438914918099;400;-0.027841468719193352;0.0935336964809709
46;796;0.2780299311028825;400;-0.13057808847008756;0.06279999233792732
47;838;0.7760072098926052;400;-0.023653021238565608;0.05585515184647216
48;956;1.0823629657334284;400;0.013550386228916023;-0.05659662302494395
49;982;0.8738601437964783;400;0.021653737570313858;0.030906300504914608
50;795;1.2384658115949005;400;-0.11553913860681608;0.004271227391322241
51;1312;0.9188458629683408;400;-0.06410950954677919;0.033519980022586715
52;938;1.1091929530879423;400;0.17947370090101467;0.05055253913026725
53;901;0.7481330735125097;400;-0.059475971338638245;-0.08182458699165468
54;1017;1.305446599169925;400;-0.05977918660225945;0.14470854752647488
55;1150;1.2954199189215594;400;-0.12894463573479253;-0.0026632230353804687
56;1613;0.9776981704482631;400;-0.05211552251502205;0.20993319744731148
57;755;1.111470217385317;400;0.09362796971911674;0.002383717465710866
58;988;0.3180501091319777;400;0.03661597780258896;-0.018635687987134178
59;1019;0.26892653213129336;400;-0.006384692854974561;0.06306509505614766
60;955;1.444890374729259;400;0.06628930284183684;-0.051301067447909215
61;1891;1.518686590223059;400;-0.21377820199454894;0.7282604183894881
62;1123;1.1300441365548415;400;-0.18837361020432875;0.025172229930606305
63;1439;0.6826650702332222;400;0.03519242089120522;0.07606743735188926
64;1265;1.215810337241014;400;0.02174021056466119;-0.06128356159575998
65;1166;0.7965130829670085;400;-0.03003616437795209;0.06822504464334916
66;1077;0.00918265192081401;400;-0.03310317725254133;-0.17217557225653768
67;995;1.1407296163909202;400;0.2364990830301651;0.013006136887518505
68;1196;0.6691266299889828;400;-0.022624824385006043;0.06973698797028793
69;1016;0.12373241778054536;400;0.24833317262267374;-0.12605738834618546
70;1212;0.8169327300758865;400;-0.03150583025691722;-0.005472386702184737
71;888;0.9510798102765806;400;-0.08421677576395864;0.055140155809559555
72;908;0.19230500094544406;400;0.10836128632786401;-0.04266661912050018
73;1113;0.6259774741608569;400;-0.08740680880863999;0.15216001998067888
74;939;0.08598794950375321;400;-0.0002816043700847315;-0.10708906675883376
75;1032;0.9459145040376504;400;-0.016679367682562063;0.03733521909378129
76;829;0.9141683981978286;400;-0.013447188007931987;-0.044684119929387256
77;794;0.7996521944143598;400;0.10660079821245683;-0.024521329430744754
78;801;0.08044649792388889;400;-0.08849896147803549;-0.12776148600407783
79;803;0.5298291857608034;400;0.027592447526571195;-0.06826075240754043
80;676;0.12869606111167303;400;0.05240289405605543;0.07981923029588212
81;721;0.4308149064843145;400;0.08006442683097681;-0.0319160632435761
82;946;0.4543309243507067;400;-0.11197585714629632;0.046099647374804986
83;1202;0.4023142119032838;400;-0.02310447547464678;-0.021114210103613917
84;700;0.36049299848633937;400;-0.09863608039474389;0.05329873775623095
85;1081;1.0540820469008607;400;-0.08395044457127707;0.032472083713349864
86;1069;1.1575490879810117;400;0.1570127817983722;-0.0868052406648201
87;886;1.0504262069349477;400;-0.03064709407791425;0.1659378298921817
88;844;1.1917436859232156;400;-0.09000066459649803;0.030059075489826448
89;925;1.103491450101544;400;-0.0531539020437262;0.0741571958800028
90;871;1.2420755016755292;400;0.12238214851259288;0.17298248393367888
91;583;0.7398876897969315;400;-0.11594556550963778;0.22838685039692513
92;663;0.9675954095946326;400;-0.13002802159914234;0.08761797531973481
93;554;0.9629910398849919;400;-0.21791818517202366;-0.0002895881889609037
94;815;0.6809847862393873;400;0.06005407117004258;-0.03862318070714166
95;813;0.2789879754917736;400;0.022424943444637746;0.022663294733261008
96;2541;1.4620124104103542;400;0.07287461127883675;0.05534166906818527
97;778;0.5375197120634747;400;-0.12724516739346803;-0.059829672700277614
98;813;0.9729888057185362;400;0.07351129017117852;0.03890791807698313
99;726;0.2155709718406714;400;-0.028419713297269056;0.10617445170094497
100;765;1.4825611508187815;400;-0.12442570939638631;-0.37682375078089336
