num; time; angle; duration; errorX; errorY 
1;811;1;509.33815445685156;-0.08145346334182602;0.06071283336348553
2;843;1;266.42290912070445;-0.18620040620225609;0.1346892046949415
3;627;1;552.514030576265;-0.030390252547632945;0.041972445336001196
4;716;1;256.48035224218876;0.02928721222016717;0.12460279016649167
5;595;1;294.24553642816187;0.2253627646051911;-0.04191787585382645
6;1125;1;95.5668578287955;-0.08670650998743334;0.07695610035894351
7;767;1;377.2774392972574;-0.0006221614583029611;0.16711803802081865
8;32809;1;585.3425666194337;-0.08167837156472302;0.06019859109179537
9;1612;1;55.68091632947123;-0.006793253873045302;0.05361917153127027
10;959;1;574.3588331900826;-0.0023366192842537714;0.08548422677263989
11;994;1;211.41616529857697;0.04111462496289198;0.08741476862129438
12;919;1;256.3727885934116;0.1122006842326504;0.1594858529936154
13;655;1;310.7189099822517;-0.17898578873575738;0.12580230630929584
14;561;1;287.51167891438445;-0.08938791324593731;0.11802103009968362
15;883;1;172.72605094866483;-0.161992341211312;0.33050692560061606
16;747;1;390.76281332743196;0.0018490638273999105;0.2700452479882043
17;1350;1;94.3243417562027;-1.5616729393989417;0.9317569408508908
18;969;1;246.57102578835622;-0.02990785576804622;0.055700568184467225
19;903;1;169.02789394968408;-0.011496402209837345;0.03451811370119917
20;889;1;428.2192301457386;0.0436934683300545;0.0002710701277482408
21;1228;1;502.37393863205295;0.01917507087587622;-0.04404490961970753
22;1365;1;389.9390454985233;0.25065262966260704;0.03413838013325998
23;893;1;385.9089513384739;-0.05221960616547627;0.06813247552771917
24;909;1;41.407135574297804;0.20703095832528357;0.03227593782573901
25;855;1;384.5704198971766;0.05354675434055012;0.14090764533664574
26;654;1;579.8405880776304;0.05527252574881214;0.16544253852080104
27;1010;1;150.38086418966273;-0.0055091537476532615;0.18061559324993157
28;930;1;72.27454401235156;-0.014744238896595152;0.08563616429882481
29;697;1;186.10485451530815;0.2374793423138657;-0.07473394279190959
30;680;1;149.37346922873735;-0.17549110254491074;0.2864377774074718
31;805;1;420.1477366281607;0.05864454077601161;0.010061917018112876
32;1279;1;249.12725211112576;-0.09546653868546184;0.03647698088937634
33;1083;1;29.354358385521984;-0.0952756154474842;-0.080663485371965
34;820;1;320.2469270779935;-1.3963221018198773;-0.5163855457102918
35;1133;1;41.80030200152265;-0.09343819795566866;0.0420788511556455
36;855;1;261.94482431292465;0.0014483886241786204;-0.10634676433262091
37;737;1;259.2006318421266;-0.040552678274303755;0.002031198869734574
38;798;1;177.02876102823683;-0.006900986801847753;-0.06892574054827061
39;3682;1;56.042237053387154;0.3126157165415986;-1.577255320266983
40;764;1;582.5097050454934;-0.1569495359304086;0.038990174402295796
41;727;1;186.24168092150998;-0.023924714405328076;0.19862303450398033
42;628;1;313.16805410768893;-0.012177567335368789;0.1205096130409267
43;1000;1;589.1879037295225;-0.05798529602366387;-0.0078152161637558
44;729;1;473.0348381089451;0.03339535531462534;-0.031371726393290555
45;646;1;328.6578960582912;0.299130043878287;0.026377931148785894
46;763;1;315.5137668536116;0.08449412930368028;0.14709370560879287
47;540;1;580.142098905682;-0.1527291162088733;0.040697055118068204
48;543;1;199.70868012289657;0.09726251144062326;0.05757473544696771
49;493;1;181.2320498227499;-0.012676170458641278;-0.1490675533435717
50;1373;1;18.62429770351408;1.3058383277952412;-1.4696928853639517
51;986;1;167.22913907508254;-0.050608942141676216;-0.1776384905569624
52;714;1;277.34584168601833;0.1150711802504101;-0.14361423056075362
53;510;1;524.1573298898295;-0.03342971424041541;0.04996900399868753
54;806;1;472.5655810703229;-0.0017081511253373982;0.0206201808832297
55;847;1;70.71573806267848;0.12573582411315265;0.017500444936350612
56;736;1;62.67781645275048;0.11020941153844521;0.06118975467423353
57;709;1;82.69382582553266;0.049422847453521324;0.26858858093010574
58;865;1;575.438796007383;0.1316140305332958;-0.00270861379728482
59;827;1;223.92937938617013;-0.017447163986084896;0.05495811041259513
60;1099;1;573.5949411418125;0.02249353894736983;0.024922092611210367
61;1126;1;63.28223825744561;0.13559989276617435;-0.22665997889439893
62;697;1;331.0487098175182;0.09511480715719722;0.06377202632747081
