num; time; angle; duration; errorX; errorY 
63;945;1;160.7257673757678;0.08348915009176305;-0.11337261108344976
64;774;1;384.7610489121623;-0.021837458440885804;-0.012121195186294065
65;1209;1;40.479884817370774;-0.18130836648399262;0.20145728202897362
66;1223;1;222.08342211593347;0.8813653798380192;1.009803438901576
67;903;1;304.39032115674905;0.06388240277813689;-0.01944202229955072
68;1117;1;436.8607993733252;-0.07013942710370313;0.2843933910567657
69;1072;1;204.02923602393105;-0.01968413966736604;0.019813060824337647
70;923;1;288.6054110043181;-0.23939963790130625;0.042961278337679265
71;1094;1;509.25861492700835;-0.03101761397060132;-0.0122043084704766
72;1188;1;303.01816303555245;0.283365294464743;-0.020166341763265816
73;1014;1;119.52834352502305;-0.03207625025089411;-0.060650366159381464
74;1233;1;427.0870557675851;0.12970686383139418;0.1428122203091905
75;785;1;586.1032338927332;0.13837450090743064;0.08233904774369183
76;1713;1;3.520387913605516;0.7963527774715363;-0.12307063282986941
77;762;1;201.92304245534274;-0.08227796518663866;-0.028895586842441645
78;820;1;101.59941826718901;0.05172087827564109;-0.03806432033756535
79;628;1;466.4656628363274;0.031376380813054605;-0.02243127572104464
80;1009;1;257.8973210252582;-0.04323150501781137;0.04279444011211819
81;639;1;260.18607922031765;-0.04549587478981354;-0.0691188932883045
82;705;1;90.82953136188947;-0.29498888888020613;0.20154612865658522
83;627;1;287.4400418528374;-0.02728584251572408;-0.11399250342073419
84;769;1;461.81742869739253;-0.06007776077529692;0.05912177986271894
85;832;1;397.4271165564133;0.0012525098723175088;-0.10247456401753324
86;908;1;141.59445919749945;-0.18332817290790349;0.14177472670974833
87;641;1;369.55908105366746;-0.08199874530616202;0.18773306513025134
88;1039;1;290.23128494710176;1.7784295300664699;1.7531191165125706
89;667;1;414.18811070142243;0.1805249457507312;-0.21450455461465429
90;653;1;221.8600619531892;-0.07642066902699562;-0.0793555425545519
91;877;1;543.8692027791245;0.060404426527379096;0.02988463497856636
92;991;1;79.04756062026301;-0.027505180914905836;0.17355194533908141
93;964;1;347.955995658746;0.10181402911096149;0.03585522581571299
94;813;1;420.6109632036075;-0.0014481411062858551;-0.01885743751752783
95;1034;1;135.65760997025745;-0.06300336309418761;0.1510770853069167
96;828;1;586.8616161504166;0.05653247629559349;0.07932118553383996
97;1052;1;24.169353082378997;-0.11572521564322369;-0.1465263114226797
98;1093;1;88.4922650385004;-0.08232144943683806;-0.074011124564406
99;1232;1;5.90816765299409;-0.15648101526374725;-1.0460460199294264
100;1059;1;27.533408726588426;0.22465635759811875;0.030172191610743138
